,Date,Close,roe,roa,earningPerShare,debtOnEquity,bookValuePerShare,grossProfitMargin,operatingProfitMargin,assetOnEquity,payableOnEquity
848,2010-06-09,9899.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
849,2010-06-10,9954.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
850,2010-06-11,9954.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
851,2010-06-14,9954.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
852,2010-06-15,9899.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
853,2010-06-16,9954.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
854,2010-06-17,9899.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
855,2010-06-18,9899.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
856,2010-06-21,9899.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
857,2010-06-22,9899.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
858,2010-06-23,10010.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
859,2010-06-24,10065.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
860,2010-06-25,10065.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
861,2010-06-28,10010.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
862,2010-06-29,10010.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
863,2010-06-30,9954.0,0.472,0.352,1474.0,0.0,3512.0,0.342,0.238,1.5,0.5
864,2010-07-01,10065.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
865,2010-07-02,10120.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
866,2010-07-05,10065.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
867,2010-07-06,10065.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
868,2010-07-07,10065.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
869,2010-07-08,10065.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
870,2010-07-09,10065.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
871,2010-07-12,10120.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
872,2010-07-13,10176.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
873,2010-07-14,10176.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
874,2010-07-15,10176.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
875,2010-07-16,10231.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
876,2010-07-19,10231.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
877,2010-07-20,10286.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
878,2010-07-21,10342.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
879,2010-07-22,10231.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
880,2010-07-23,10176.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
881,2010-07-26,10176.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
882,2010-07-27,10176.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
883,2010-07-28,10120.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
884,2010-07-29,10120.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
885,2010-07-30,10120.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
886,2010-08-02,10065.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
887,2010-08-03,10120.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
888,2010-08-04,10120.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
889,2010-08-05,10176.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
890,2010-08-06,10120.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
891,2010-08-09,10065.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
892,2010-08-10,10065.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
893,2010-08-11,10120.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
894,2010-08-12,9954.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
895,2010-08-13,10240.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
896,2010-08-16,10355.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
897,2010-08-17,10240.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
898,2010-08-18,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
899,2010-08-19,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
900,2010-08-20,10183.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
901,2010-08-23,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
902,2010-08-24,9954.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
903,2010-08-25,9897.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
904,2010-08-26,9897.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
905,2010-08-27,9954.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
906,2010-08-30,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
907,2010-08-31,10183.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
908,2010-09-01,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
909,2010-09-06,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
910,2010-09-07,10069.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
911,2010-09-08,10069.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
912,2010-09-09,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
913,2010-09-10,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
914,2010-09-13,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
915,2010-09-14,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
916,2010-09-15,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
917,2010-09-16,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
918,2010-09-17,10183.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
919,2010-09-20,10183.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
920,2010-09-21,10183.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
921,2010-09-22,10183.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
922,2010-09-23,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
923,2010-09-24,10069.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
924,2010-09-27,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
925,2010-09-28,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
926,2010-09-29,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
927,2010-09-30,10126.0,0.52,0.401,1668.0,0.0,3495.0,0.319,0.205,1.4,0.4
928,2010-10-01,10126.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
929,2010-10-04,10011.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
930,2010-10-05,9954.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
931,2010-10-06,10069.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
932,2010-10-07,10011.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
933,2010-10-08,10069.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
934,2010-10-11,10126.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
935,2010-10-12,10126.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
936,2010-10-13,10126.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
937,2010-10-14,10183.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
938,2010-10-15,10126.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
939,2010-10-18,10126.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
940,2010-10-19,10069.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
941,2010-10-20,9954.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
942,2010-10-21,10011.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
943,2010-10-22,10011.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
944,2010-10-25,10011.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
945,2010-10-26,10011.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
946,2010-10-27,9897.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
947,2010-10-28,9954.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
948,2010-10-29,9954.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
949,2010-11-01,9897.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
950,2010-11-02,9897.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
951,2010-11-03,9897.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
952,2010-11-04,9897.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
953,2010-11-05,9897.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
954,2010-11-08,9840.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
955,2010-11-09,9783.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
956,2010-11-10,9783.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
957,2010-11-11,9725.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
958,2010-11-12,9611.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
959,2010-11-15,9554.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
960,2010-11-16,9439.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
961,2010-11-17,9554.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
962,2010-11-18,9668.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
963,2010-11-19,9611.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
964,2010-11-22,9611.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
965,2010-11-23,9611.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
966,2010-11-24,9668.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
967,2010-11-25,9668.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
968,2010-11-26,9668.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
969,2010-11-29,9668.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
970,2010-11-30,9668.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
971,2010-12-01,9611.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
972,2010-12-02,9668.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
973,2010-12-03,9725.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
974,2010-12-06,9668.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
975,2010-12-07,9668.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
976,2010-12-08,9611.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
977,2010-12-09,9783.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
978,2010-12-10,9840.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
979,2010-12-13,10069.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
980,2010-12-14,9954.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
981,2010-12-15,9897.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
982,2010-12-16,9840.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
983,2010-12-17,9725.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
984,2010-12-20,9783.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
985,2010-12-21,9897.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
986,2010-12-22,9840.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
987,2010-12-23,9783.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
988,2010-12-24,9725.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
989,2010-12-27,9783.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
990,2010-12-28,9725.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
991,2010-12-29,9840.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
992,2010-12-30,9840.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
993,2010-12-31,9840.0,0.495,0.375,1730.0,0.1,3810.0,0.307,0.163,1.4,0.4
994,2011-01-04,9783.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
995,2011-01-05,9725.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
996,2011-01-06,9725.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
997,2011-01-07,9725.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
998,2011-01-10,9783.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
999,2011-01-11,9783.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1000,2011-01-12,9783.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1001,2011-01-13,9783.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1002,2011-01-14,9840.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1003,2011-01-17,9783.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1004,2011-01-18,9783.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1005,2011-01-19,9783.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1006,2011-01-20,10240.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1007,2011-01-21,10698.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1008,2011-01-24,11213.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1009,2011-01-25,10984.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1010,2011-01-26,10583.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1011,2011-01-27,10583.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1012,2011-01-28,10698.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1013,2011-02-08,10698.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1014,2011-02-09,10469.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1015,2011-02-10,10469.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1016,2011-02-11,10583.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1017,2011-02-14,10469.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1018,2011-02-15,10526.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1019,2011-02-16,10526.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1020,2011-02-17,10469.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1021,2011-02-18,10297.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1022,2011-02-21,9954.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1023,2011-02-22,9897.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1024,2011-02-23,10011.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1025,2011-02-24,9954.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1026,2011-02-25,10126.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1027,2011-02-28,10126.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1028,2011-03-01,10126.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1029,2011-03-02,9954.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1030,2011-03-03,10011.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1031,2011-03-04,10069.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1032,2011-03-07,10183.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1033,2011-03-08,10641.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1034,2011-03-09,10526.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1035,2011-03-10,10526.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1036,2011-03-11,10526.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1037,2011-03-14,10412.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1038,2011-03-15,10240.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1039,2011-03-16,10240.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1040,2011-03-17,10240.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1041,2011-03-18,10526.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1042,2011-03-21,10526.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1043,2011-03-22,10583.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1044,2011-03-23,10927.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1045,2011-03-24,10812.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1046,2011-03-25,10812.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1047,2011-03-28,10755.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1048,2011-03-29,10698.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1049,2011-03-30,10641.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1050,2011-03-31,10526.0,0.483,0.357,1820.0,0.1,4260.0,0.333,0.238,1.4,0.4
1051,2011-04-01,10812.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1052,2011-04-04,11213.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1053,2011-04-05,10812.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1054,2011-04-06,10927.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1055,2011-04-07,10927.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1056,2011-04-08,11041.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1057,2011-04-13,10984.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1058,2011-04-14,10869.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1059,2011-04-15,10812.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1060,2011-04-18,10698.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1061,2011-04-19,10698.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1062,2011-04-20,10812.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1063,2011-04-21,10869.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1064,2011-04-22,10869.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1065,2011-04-25,10984.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1066,2011-04-26,11156.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1067,2011-04-27,11670.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1068,2011-04-28,12014.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1069,2011-04-29,12014.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1070,2011-05-04,12357.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1071,2011-05-05,12242.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1072,2011-05-06,12242.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1073,2011-05-09,12357.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1074,2011-05-10,12471.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1075,2011-05-11,13043.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1076,2011-05-12,13043.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1077,2011-05-13,12815.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1078,2011-05-16,12586.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1079,2011-05-17,12929.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1080,2011-05-18,13043.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1081,2011-05-19,12929.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1082,2011-05-20,12357.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1083,2011-05-23,11785.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1084,2011-05-24,11213.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1085,2011-05-25,10698.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1086,2011-05-26,11213.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1087,2011-05-27,11670.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1088,2011-05-30,11213.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1089,2011-05-31,11670.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1090,2011-06-01,12014.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1091,2011-06-02,12014.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1092,2011-06-03,11670.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1093,2011-06-06,11327.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1094,2011-06-07,11785.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1095,2011-06-08,11899.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1096,2011-06-09,11899.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1097,2011-06-10,11899.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1098,2011-06-13,12014.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1099,2011-06-14,12128.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1100,2011-06-15,12014.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1101,2011-06-16,12014.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1102,2011-06-17,12128.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1103,2011-06-20,12128.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1104,2011-06-21,12700.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1105,2011-06-22,12700.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1106,2011-06-23,12586.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1107,2011-06-24,12586.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1108,2011-06-27,12929.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1109,2011-06-28,12586.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1110,2011-06-29,12586.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1111,2011-06-30,12471.0,0.427,0.314,1904.0,0.1,5417.0,0.314,0.216,1.3,0.3
1112,2011-07-01,12586.0,0.415,0.323,1869.0,0.0,5521.0,0.294,0.184,1.2,0.2
